cell_id,lat,lon,distance_km,G_WSM,G_CMT,G_v04b_total,slab2_covered,slab2_node_count,slab2_regions,slab2_depth_km,slab2_dip_deg,slab2_strike_deg,slab2_uncertainty_km,slab2_strike_coherence,Q_slab,A_slab,G_slab,G_v04c_total,T13_exact_none_%,T18_exact_none_%,T13_ever_none_%,T18_ever_none_%,T13_first_none_%,T18_first_none_%,T13_exact_v03_%,T18_exact_v03_%,T13_ever_v03_%,T18_ever_v03_%,T13_first_v03_%,T18_first_v03_%,T13_exact_v04a_%,T18_exact_v04a_%,T13_ever_v04a_%,T18_ever_v04a_%,T13_first_v04a_%,T18_first_v04a_%,T13_exact_v04b_%,T18_exact_v04b_%,T13_ever_v04b_%,T18_ever_v04b_%,T13_first_v04b_%,T18_first_v04b_%,T13_exact_v04c_%,T18_exact_v04c_%,T13_ever_v04c_%,T18_ever_v04c_%,T13_first_v04c_%,T18_first_v04c_%,DeltaEver_v04c_vs_v04b_T18_pp,DeltaExact_v04c_vs_v04b_T18_pp,Rank_first_v04c_T18,Rank_ever_v04c_T18
524,7.5,-157.5,7856.853238302779,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.0,665,618
525,7.5,-152.5,8324.882668042232,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.05,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.0,366,339
526,7.5,-147.5,8793.19346607226,1.0126150035625023,1.0,1.0126150035625023,False,0,,,,,,0.0,0.0,0.5,1.0,1.0126150035625023,0.0,0.03,0.01,0.06,0.01,0.05,0.0,0.05,0.01,0.08,0.01,0.05,0.0,0.05,0.01,0.08,0.01,0.04,0.0,0.05,0.01,0.08,0.01,0.05,0.0,0.05,0.01,0.08,0.01,0.05,0.0,0.0,366,221
527,7.5,-142.5,9260.756606275467,1.0326057085559186,1.0,1.0326057085559186,False,0,,,,,,0.0,0.0,0.5,1.0,1.0326057085559186,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.0,818,868
528,7.5,-137.5,9726.567570479461,1.0247860519128922,1.0,1.0247860519128922,False,0,,,,,,0.0,0.0,0.5,1.0,1.0247860519128922,0.0,0.02,0.0,0.07,0.0,0.05,0.0,0.02,0.0,0.07,0.0,0.05,0.0,0.02,0.0,0.07,0.0,0.05,0.0,0.02,0.0,0.07,0.0,0.05,0.0,0.02,0.0,0.07,0.0,0.05,0.0,0.0,366,339
529,7.5,-132.5,10189.60443552821,1.005359433371237,1.0,1.005359433371237,False,0,,,,,,0.0,0.0,0.5,1.0,1.005359433371237,0.0,0.05,0.02,0.1,0.02,0.06,0.01,0.06,0.03,0.11,0.03,0.06,0.01,0.06,0.03,0.11,0.03,0.06,0.01,0.06,0.03,0.11,0.03,0.06,0.01,0.06,0.03,0.11,0.03,0.06,0.0,0.0,240,40
530,7.5,-127.5,10648.787608824538,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.0,818,868
531,7.5,-122.5,11102.938408158294,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.02,0.03,0.02,0.1,0.02,0.09,0.01,0.02,0.02,0.1,0.02,0.1,0.01,0.02,0.02,0.1,0.02,0.1,0.01,0.02,0.02,0.1,0.02,0.1,0.01,0.02,0.02,0.1,0.02,0.1,0.0,0.0,13,83
532,7.5,-117.5,11550.73395247483,1.0054244049566905,1.0,1.0054244049566905,False,0,,,,,,0.0,0.0,0.5,1.0,1.0054244049566905,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.0,665,762
533,7.5,-112.5,11990.655970623635,1.0131291106479496,1.0,1.0131291106479496,False,0,,,,,,0.0,0.0,0.5,1.0,1.0131291106479496,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.0,526,339
534,7.5,-107.5,12420.93128571694,0.9691922391621265,1.0,0.9691922391621265,False,0,,,,,,0.0,0.0,0.5,1.0,0.9691922391621265,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.0,818,762
535,7.5,-102.5,12839.462108441481,1.2012765217223609,1.0,1.2012765217223609,False,0,,,,,,0.0,0.0,0.5,1.0,1.2012765217223609,0.0,0.01,0.01,0.07,0.01,0.07,0.0,0.01,0.01,0.07,0.01,0.07,0.0,0.01,0.01,0.07,0.01,0.07,0.0,0.01,0.01,0.07,0.01,0.07,0.0,0.01,0.01,0.07,0.01,0.07,0.0,0.0,135,339
536,7.5,-97.5,13243.74523534187,1.1224135985650596,1.1543047326091755,1.2956073287685437,False,0,,,,,,0.0,0.0,0.5,1.0,1.2956073287685437,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.0,665,868
537,7.5,-92.5,13630.781404053942,1.089621718608189,1.2560578391685486,1.368627901386122,False,0,,,,,,0.0,0.0,0.5,1.0,1.368627901386122,0.0,0.02,0.0,0.1,0.0,0.1,0.01,0.02,0.01,0.1,0.01,0.1,0.01,0.02,0.01,0.1,0.01,0.1,0.01,0.02,0.01,0.1,0.01,0.1,0.01,0.02,0.01,0.1,0.01,0.1,0.0,0.0,13,83
538,7.5,-87.5,13996.980354400743,1.0070017249387904,1.3132714569974617,1.3224666225093225,True,361,cam,11.635295117093788,11.569878970760806,120.84807082063712,9.78942714432796,0.9457068876063358,0.29077486351104836,0.3632471104051716,0.9602356971933224,0.9669590034214776,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.0,240,472
539,7.5,-82.5,14338.074861401019,0.8616397122310873,1.2874435014544152,1.1093124481069656,True,1466,cam,21.846180268958072,20.435551346770055,125.94836400244182,11.595634810137266,0.9565763646063936,0.18196636412246922,0.5815758977873341,1.0148440695203873,0.8744299520209721,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.0,818,868
540,7.5,-77.5,14649.069354563275,0.9832475202640462,1.1873079024326256,1.1674175508567852,True,4389,sam,34.34996984405544,11.624977469501015,3.2946422418724652,10.032425948297611,0.7771557860755881,0.18875087684753097,0.22643576234592377,0.9483645102686667,0.9324770530280931,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.0,665,618
541,7.5,-72.5,14924.265518651799,1.0663405081271196,1.0503814524625306,1.1200642917461967,True,5583,sam,128.6298753387987,28.459140749255397,17.51757050350864,18.608794794832292,0.8205405954983159,0.06792241177436019,0.2729759266769891,0.9845799774090619,1.0498975134021669,0.0,0.04,0.01,0.11,0.01,0.1,0.0,0.04,0.01,0.12,0.01,0.1,0.0,0.04,0.01,0.12,0.01,0.1,0.0,0.04,0.01,0.12,0.01,0.1,0.0,0.04,0.01,0.12,0.01,0.1,0.0,0.0,13,18
542,7.5,-67.5,15157.4239701637,0.9183556723155476,0.9854778596387661,0.9050191823406459,False,0,,,,,,0.0,0.0,0.5,1.0,0.9050191823406459,0.01,0.04,0.02,0.1,0.02,0.08,0.01,0.04,0.02,0.1,0.02,0.07,0.01,0.04,0.02,0.1,0.02,0.07,0.01,0.04,0.02,0.1,0.02,0.07,0.01,0.04,0.02,0.1,0.02,0.07,0.0,0.0,135,83
543,7.5,97.5,4416.159435845815,1.1540444093764102,1.0,1.1540444093764102,True,1490,sum,182.93567556415488,52.45906310614027,141.3155727296359,24.0623607906911,0.8996450141240278,0.04456206770651275,0.9499878073106359,1.0200523871364817,1.1771857546459183,0.0,0.02,0.01,0.07,0.01,0.05,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.0,240,221
544,7.5,102.5,4030.9940297575395,1.15564535903586,1.0,1.15564535903586,False,0,,,,,,0.0,0.0,0.5,1.0,1.15564535903586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.0,818,918
545,7.5,107.5,3676.954128275424,1.2035472787807926,1.0,1.2035472787807926,False,0,,,,,,0.0,0.0,0.5,1.0,1.2035472787807926,0.0,0.04,0.01,0.1,0.01,0.08,0.01,0.03,0.02,0.11,0.01,0.09,0.01,0.03,0.02,0.11,0.01,0.09,0.01,0.03,0.02,0.11,0.01,0.09,0.01,0.03,0.02,0.11,0.01,0.09,0.0,0.0,29,40
546,7.5,112.5,3364.3079498699253,1.000585483603889,1.108252898585888,1.1089017624869724,False,0,,,,,,0.0,0.0,0.5,1.0,1.1089017624869724,0.01,0.02,0.01,0.09,0.01,0.07,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.0,66,83
547,7.5,117.5,3105.9435304162234,1.0849485747184966,1.1491393594881196,1.2467571102295614,False,0,,,,,,0.0,0.0,0.5,1.0,1.2467571102295614,0.0,0.02,0.0,0.05,0.0,0.04,0.0,0.01,0.0,0.05,0.0,0.04,0.0,0.01,0.0,0.05,0.0,0.04,0.01,0.01,0.01,0.06,0.01,0.05,0.01,0.01,0.01,0.06,0.01,0.05,0.0,0.0,366,472
548,7.5,122.5,2916.608745171606,0.9453522000956676,1.0848767490034592,1.0255906215030555,True,4868,"cot,hal",268.134843156616,42.565296571132166,175.6711382755825,13.760452100989184,0.6574350928646185,0.09321795701042747,0.3525011815266255,0.9862504614804601,0.9323540436059204,0.0,0.02,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.0,240,339
549,7.5,127.5,2810.488757068797,0.7405938954525739,0.9572951045160449,0.7089669105512166,True,4222,"cot,hal,phi",70.64761963581607,42.73274887767628,166.9794943364413,13.210281574989835,0.912899767905214,0.13675954023495443,0.435568878606337,0.9911884294613801,0.7340681001023223,0.0,0.04,0.01,0.09,0.01,0.07,0.01,0.03,0.02,0.12,0.02,0.11,0.0,0.04,0.01,0.11,0.01,0.09,0.0,0.04,0.01,0.11,0.01,0.09,0.0,0.04,0.01,0.11,0.01,0.09,0.0,0.0,29,40
550,7.5,132.5,2797.176180360788,0.9614106865010559,0.812493727550545,0.7811401523821714,False,0,,,,,,0.0,0.0,0.5,1.0,0.7811401523821714,0.03,0.03,0.03,0.07,0.02,0.05,0.02,0.03,0.04,0.1,0.04,0.08,0.01,0.03,0.03,0.1,0.03,0.08,0.01,0.03,0.03,0.09,0.03,0.07,0.01,0.03,0.03,0.09,0.03,0.07,0.0,0.0,135,146
551,7.5,137.5,2877.9716950542806,1.0087515927547244,0.8582595419796171,0.8657706799688789,False,0,,,,,,0.0,0.0,0.5,1.0,0.8657706799688789,0.0,0.03,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,135,339
552,7.5,142.5,3045.3216224935136,1.008341359752434,0.9776974218806218,0.9858527478055553,False,0,,,,,,0.0,0.0,0.5,1.0,0.9858527478055553,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.0,366,472
553,7.5,147.5,3285.8814608228,1.0069087904902474,1.0,1.0069087904902474,False,0,,,,,,0.0,0.0,0.5,1.0,1.0069087904902474,0.0,0.02,0.01,0.05,0.01,0.04,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.0,240,472
554,7.5,152.5,3584.733417474454,1.0083346078310182,1.0,1.0083346078310182,False,0,,,,,,0.0,0.0,0.5,1.0,1.0083346078310182,0.0,0.01,0.0,0.06,0.0,0.05,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.0,135,221
555,7.5,157.5,3928.332576523805,0.9416388317181621,1.0,0.9416388317181621,False,0,,,,,,0.0,0.0,0.5,1.0,0.9416388317181621,0.0,0.01,0.0,0.07,0.0,0.07,0.01,0.0,0.01,0.07,0.01,0.07,0.01,0.0,0.01,0.07,0.01,0.07,0.01,0.0,0.01,0.07,0.01,0.07,0.01,0.0,0.01,0.07,0.01,0.07,0.0,0.0,135,339
556,7.5,162.5,4305.668230557295,0.9728359595776391,1.0,0.9728359595776391,False,0,,,,,,0.0,0.0,0.5,1.0,0.9728359595776391,0.0,0.02,0.02,0.06,0.02,0.05,0.0,0.01,0.02,0.07,0.02,0.06,0.0,0.02,0.02,0.07,0.02,0.06,0.0,0.02,0.02,0.07,0.02,0.06,0.0,0.02,0.02,0.07,0.02,0.06,0.0,0.0,240,339
557,7.5,167.5,4708.280842969013,1.0121018872893734,1.0,1.0121018872893734,False,0,,,,,,0.0,0.0,0.5,1.0,1.0121018872893734,0.0,0.01,0.01,0.03,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.0,366,618
558,7.5,172.5,5129.824750167028,1.0430438028488522,1.0,1.0430438028488522,False,0,,,,,,0.0,0.0,0.5,1.0,1.0430438028488522,0.01,0.02,0.03,0.07,0.02,0.05,0.01,0.02,0.03,0.07,0.02,0.05,0.01,0.02,0.03,0.07,0.02,0.05,0.01,0.02,0.03,0.07,0.02,0.05,0.01,0.02,0.03,0.07,0.02,0.05,0.0,0.0,366,339
559,7.5,177.5,5565.55996654641,1.058148654212544,1.0,1.058148654212544,False,0,,,,,,0.0,0.0,0.5,1.0,1.058148654212544,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.03,0.0,0.03,0.0,0.0,665,868
560,12.5,-177.5,5704.307722245197,1.0095733462170826,1.0,1.0095733462170826,False,0,,,,,,0.0,0.0,0.5,1.0,1.0095733462170826,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.0,366,339
561,12.5,-172.5,6166.93801701438,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,665,868
562,12.5,-167.5,6632.811458999361,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.02,0.0,0.07,0.0,0.07,0.0,0.04,0.0,0.1,0.0,0.1,0.0,0.04,0.0,0.1,0.0,0.1,0.0,0.04,0.0,0.1,0.0,0.1,0.0,0.04,0.0,0.1,0.0,0.1,0.0,0.0,13,83
563,12.5,-162.5,7100.511824722128,1.211285174857335,1.0,1.211285174857335,False,0,,,,,,0.0,0.0,0.5,1.0,1.211285174857335,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.0,366,472
564,12.5,-157.5,7568.846843976788,1.252515895403427,1.0,1.252515895403427,False,0,,,,,,0.0,0.0,0.5,1.0,1.252515895403427,0.0,0.02,0.01,0.05,0.01,0.04,0.0,0.02,0.01,0.05,0.01,0.04,0.0,0.02,0.01,0.05,0.01,0.04,0.0,0.02,0.01,0.05,0.01,0.04,0.0,0.02,0.01,0.05,0.01,0.04,0.0,0.0,526,618
565,12.5,-152.5,8036.765016668053,1.2373085531138428,1.0,1.2373085531138428,False,0,,,,,,0.0,0.0,0.5,1.0,1.2373085531138428,0.0,0.04,0.01,0.08,0.01,0.06,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.02,0.01,0.08,0.01,0.07,0.0,0.0,135,221
566,12.5,-147.5,8503.294001962498,1.1620631263042218,1.0,1.1620631263042218,False,0,,,,,,0.0,0.0,0.5,1.0,1.1620631263042218,0.0,0.05,0.02,0.09,0.02,0.07,0.0,0.05,0.02,0.1,0.02,0.08,0.0,0.05,0.02,0.1,0.02,0.08,0.0,0.05,0.02,0.1,0.02,0.08,0.0,0.05,0.02,0.1,0.02,0.08,0.0,0.0,66,83
567,12.5,-142.5,8967.492328205231,1.004460188983074,1.0,1.004460188983074,False,0,,,,,,0.0,0.0,0.5,1.0,1.004460188983074,0.0,0.05,0.0,0.08,0.0,0.04,0.0,0.05,0.0,0.08,0.0,0.03,0.0,0.05,0.0,0.08,0.0,0.03,0.0,0.05,0.0,0.08,0.0,0.03,0.0,0.05,0.0,0.08,0.0,0.03,0.0,0.0,665,221
568,12.5,-137.5,9428.408891121542,1.0030516716984186,1.0,1.0030516716984186,False,0,,,,,,0.0,0.0,0.5,1.0,1.0030516716984186,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.0,665,339
569,12.5,-132.5,9885.046366562668,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.0,665,472
570,12.5,-127.5,10336.325672696415,1.0,1.0,1.0,False,0,,,,,,0.0,0.0,0.5,1.0,1.0,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.01,0.01,0.04,0.01,0.03,0.0,0.0,665,762
571,12.5,-122.5,10781.049236563653,0.9961453457787817,1.0,0.9961453457787817,False,0,,,,,,0.0,0.0,0.5,1.0,0.9961453457787817,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,818,918
572,12.5,-117.5,11217.861232294928,0.9815439212016754,1.0,0.9815439212016754,False,0,,,,,,0.0,0.0,0.5,1.0,0.9815439212016754,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.05,0.0,0.03,0.0,0.04,0.0,0.05,0.0,0.03,0.0,0.04,0.0,0.05,0.0,0.03,0.0,0.04,0.0,0.05,0.0,0.03,0.0,0.0,665,618
573,12.5,-112.5,11645.203313556243,1.162123059962892,1.0,1.162123059962892,False,0,,,,,,0.0,0.0,0.5,1.0,1.162123059962892,0.0,0.01,0.03,0.06,0.03,0.05,0.0,0.02,0.03,0.07,0.03,0.05,0.0,0.02,0.03,0.07,0.03,0.05,0.0,0.02,0.03,0.07,0.03,0.05,0.0,0.02,0.03,0.07,0.03,0.05,0.0,0.0,366,339
574,12.5,-107.5,12061.264822471336,1.2735907183897397,1.0,1.2735907183897397,False,0,,,,,,0.0,0.0,0.5,1.0,1.2735907183897397,0.01,0.01,0.02,0.05,0.02,0.05,0.0,0.02,0.02,0.06,0.02,0.05,0.0,0.02,0.02,0.06,0.02,0.05,0.0,0.02,0.02,0.06,0.02,0.05,0.0,0.02,0.02,0.06,0.02,0.05,0.0,0.0,366,472
575,12.5,-102.5,12463.927233399347,1.239632972859037,1.0,1.239632972859037,False,0,,,,,,0.0,0.0,0.5,1.0,1.239632972859037,0.0,0.07,0.01,0.09,0.01,0.06,0.0,0.07,0.01,0.09,0.01,0.06,0.0,0.07,0.01,0.09,0.01,0.06,0.0,0.07,0.01,0.09,0.01,0.06,0.0,0.07,0.01,0.09,0.01,0.06,0.0,0.0,240,146
576,12.5,-97.5,12850.70398384657,1.1769862927529522,1.1512245752211665,1.3549755449156529,True,9,cam,7.870757015630254,6.813420238435717,124.96926788965725,9.14632561828144,0.9997391827190508,0.35639439039653437,0.2231379301226709,0.9013279113821466,1.0608505969724342,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.08,0.0,0.03,0.0,0.09,0.0,0.08,0.0,0.03,0.0,0.09,0.0,0.08,0.0,0.03,0.0,0.09,0.0,0.08,0.0,0.0,66,146
577,12.5,-92.5,13218.679272796333,1.1264818641890637,1.2495100327482684,1.4075503910132074,True,3096,cam,21.802048402967,15.656524060207587,116.32809764477719,9.941118895715269,0.9906379289051287,0.24219722517882464,0.45177797986650897,0.988320760531151,1.1133254127398842,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.0,526,339
578,12.5,-87.5,13564.453373448754,1.0656409361341532,1.2999436797949016,1.3852731998583148,True,5155,cam,36.71623340469934,22.748609388408212,122.47789584353072,12.712233701194654,0.9421994240081438,0.13619740327667246,0.5657695553251069,1.008957642649941,1.0751865668331915,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.01,0.02,0.06,0.02,0.05,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.0,526,472
579,12.5,-82.5,13884.107937119199,0.9442853073506153,1.2690365413519107,1.1983325604896509,True,773,cam,139.82834655634068,56.35970451768716,123.61885840220182,27.45317399533745,0.9725601003378698,0.03706447601692751,0.8767569447450894,1.0139642987427153,0.9574715894808161,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.06,0.0,0.06,0.0,0.0,240,472
580,12.5,-77.5,14173.212539678592,0.8448780678550976,1.1643616542209627,0.9837436247027722,False,0,,,,,,0.0,0.0,0.5,1.0,0.9837436247027722,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.0,818,762
581,12.5,-72.5,14426.901769228116,1.0407748639301386,1.043997965899596,1.0865668409024936,True,686,sam,108.22848498288084,24.319372229241512,176.8356414982885,14.81334274154837,0.9693880037956757,0.12903126027581216,0.4044377514603393,0.9876694826361372,1.027941571398576,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.0,366,618
582,12.5,-67.5,14640.05619706972,1.1264699558080982,1.0014129713611186,1.1280616255948155,False,0,,,,,,0.0,0.0,0.5,1.0,1.1280616255948155,0.0,0.06,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.04,0.0,0.06,0.0,0.08,0.0,0.04,0.0,0.0,526,221
583,12.5,97.5,4048.1191409713797,1.1571138705662338,1.0,1.1571138705662338,True,72,sum,89.11948176800949,40.488566560888685,36.28178780265307,11.314709644483154,0.9987888717136076,0.2291998428331208,0.5788981687676412,1.0180834478813645,1.1780384789374223,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.05,0.0,0.05,0.01,0.02,0.01,0.06,0.01,0.06,0.01,0.02,0.01,0.06,0.01,0.06,0.01,0.02,0.01,0.06,0.01,0.06,0.0,0.0,240,472
584,12.5,102.5,3636.5742331468678,1.199947895066309,1.0,1.199947895066309,False,0,,,,,,0.0,0.0,0.5,1.0,1.199947895066309,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.0,366,618
585,12.5,107.5,3251.2982280762117,1.191011633562792,1.0,1.191011633562792,False,0,,,,,,0.0,0.0,0.5,1.0,1.191011633562792,0.0,0.04,0.0,0.09,0.0,0.05,0.0,0.04,0.0,0.1,0.0,0.06,0.0,0.06,0.0,0.12,0.0,0.07,0.0,0.06,0.0,0.12,0.0,0.07,0.0,0.06,0.0,0.12,0.0,0.07,0.0,0.0,135,18
