cell_id,lat,lon,distance_km,G_WSM,G_CMT,G_v04b_total,slab2_covered,slab2_node_count,slab2_regions,slab2_depth_km,slab2_dip_deg,slab2_strike_deg,slab2_uncertainty_km,slab2_strike_coherence,Q_slab,A_slab,G_slab,G_v04c_total,T13_exact_none_%,T18_exact_none_%,T13_ever_none_%,T18_ever_none_%,T13_first_none_%,T18_first_none_%,T13_exact_v03_%,T18_exact_v03_%,T13_ever_v03_%,T18_ever_v03_%,T13_first_v03_%,T18_first_v03_%,T13_exact_v04a_%,T18_exact_v04a_%,T13_ever_v04a_%,T18_ever_v04a_%,T13_first_v04a_%,T18_first_v04a_%,T13_exact_v04b_%,T18_exact_v04b_%,T13_ever_v04b_%,T18_ever_v04b_%,T13_first_v04b_%,T18_first_v04b_%,T13_exact_v04c_%,T18_exact_v04c_%,T13_ever_v04c_%,T18_ever_v04c_%,T13_first_v04c_%,T18_first_v04c_%,DeltaEver_v04c_vs_v04b_T18_pp,DeltaExact_v04c_vs_v04b_T18_pp,Rank_first_v04c_T18,Rank_ever_v04c_T18
259,-27.5,-82.5,16783.09743480427,0.6587708838654013,1.0,0.6587708838654013,False,0,,,,,,0.0,0.0,0.5,1.0,0.6587708838654013,0.0,0.05,0.01,0.08,0.01,0.04,0.0,0.05,0.01,0.08,0.01,0.03,0.0,0.05,0.01,0.08,0.01,0.03,0.0,0.05,0.01,0.08,0.01,0.03,0.0,0.05,0.01,0.08,0.01,0.03,0.0,0.0,665,221
260,-27.5,-77.5,17250.86622197388,0.6976697480257124,1.0,0.6976697480257124,False,0,,,,,,0.0,0.0,0.5,1.0,0.6976697480257124,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.0,665,868
261,-27.5,-72.5,17716.41335990887,0.7913720537065045,1.0,0.7913720537065045,True,3975,sam,22.054991606225137,13.621821685449989,8.157292084984496,10.234193159223482,0.9816786280483016,0.23384044475923058,0.42750867765001827,0.9830485969404955,0.7779571870540978,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.0,665,618
262,-27.5,-67.5,18176.722692866006,0.9187379280516974,1.0,0.9187379280516974,True,10000,sam,123.2813030462061,18.85538790654897,175.14439903325155,23.860249955926363,0.8146846770984685,0.04196233830398364,0.5238659764138881,1.0010014721762344,0.9196580185238924,0.01,0.04,0.01,0.06,0.01,0.04,0.01,0.04,0.01,0.06,0.01,0.03,0.01,0.04,0.01,0.06,0.01,0.03,0.01,0.04,0.01,0.06,0.01,0.03,0.01,0.04,0.01,0.06,0.01,0.03,0.0,0.0,665,472
263,-27.5,97.5,7548.187652677422,0.938117814058161,1.0,0.938117814058161,False,0,,,,,,0.0,0.0,0.5,1.0,0.938117814058161,0.01,0.05,0.01,0.09,0.0,0.05,0.01,0.05,0.01,0.09,0.0,0.05,0.01,0.05,0.01,0.09,0.0,0.05,0.01,0.05,0.01,0.09,0.0,0.05,0.01,0.05,0.01,0.09,0.0,0.05,0.0,0.0,366,146
264,-27.5,102.5,7317.555118089757,0.96091225860652,1.0,0.96091225860652,False,0,,,,,,0.0,0.0,0.5,1.0,0.96091225860652,0.01,0.0,0.02,0.06,0.02,0.06,0.02,0.01,0.03,0.07,0.03,0.07,0.02,0.01,0.03,0.07,0.03,0.07,0.02,0.01,0.03,0.07,0.03,0.07,0.02,0.01,0.03,0.07,0.03,0.07,0.0,0.0,135,339
265,-27.5,107.5,7118.677406630771,1.0448444447414884,1.0,1.0448444447414884,False,0,,,,,,0.0,0.0,0.5,1.0,1.0448444447414884,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.05,0.0,0.06,0.0,0.03,0.0,0.05,0.0,0.06,0.0,0.03,0.0,0.05,0.0,0.06,0.0,0.03,0.0,0.05,0.0,0.06,0.0,0.03,0.0,0.0,665,472
266,-27.5,112.5,6954.314629903907,0.9710330547884871,1.0,0.9710330547884871,False,0,,,,,,0.0,0.0,0.5,1.0,0.9710330547884871,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.0,665,762
267,-27.5,117.5,6826.988715306784,0.9035257024891901,1.0,0.9035257024891901,False,0,,,,,,0.0,0.0,0.5,1.0,0.9035257024891901,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.0,665,472
268,-27.5,122.5,6738.821131372928,0.900488171815455,1.0,0.900488171815455,False,0,,,,,,0.0,0.0,0.5,1.0,0.900488171815455,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.0,135,221
269,-27.5,127.5,6691.374794991242,1.0449434296754496,1.0,1.0449434296754496,False,0,,,,,,0.0,0.0,0.5,1.0,1.0449434296754496,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.0,665,472
270,-27.5,132.5,6685.524630717821,0.8679989906065964,1.0,0.8679989906065964,False,0,,,,,,0.0,0.0,0.5,1.0,0.8679989906065964,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.0,818,618
271,-27.5,137.5,6721.380214953207,1.004685204261872,1.0,1.004685204261872,False,0,,,,,,0.0,0.0,0.5,1.0,1.004685204261872,0.01,0.05,0.02,0.09,0.02,0.06,0.0,0.06,0.02,0.1,0.02,0.07,0.0,0.06,0.02,0.1,0.02,0.07,0.0,0.06,0.02,0.1,0.02,0.07,0.0,0.06,0.02,0.1,0.02,0.07,0.0,0.0,135,83
272,-27.5,142.5,6798.2758378323215,0.9206413513243874,1.0,0.9206413513243874,False,0,,,,,,0.0,0.0,0.5,1.0,0.9206413513243874,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.0,665,618
273,-27.5,147.5,6914.830021290523,1.1026652192142425,1.0,1.1026652192142425,False,0,,,,,,0.0,0.0,0.5,1.0,1.1026652192142425,0.0,0.02,0.0,0.08,0.0,0.06,0.0,0.02,0.0,0.08,0.0,0.06,0.0,0.03,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.09,0.0,0.07,0.0,0.0,135,146
274,-27.5,152.5,7069.0625171904985,1.0931821295257187,1.0,1.0931821295257187,False,0,,,,,,0.0,0.0,0.5,1.0,1.0931821295257187,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.0,913,868
275,-27.5,157.5,7258.54692819752,1.0096386119800858,1.0,1.0096386119800858,False,0,,,,,,0.0,0.0,0.5,1.0,1.0096386119800858,0.0,0.02,0.02,0.08,0.02,0.07,0.0,0.03,0.02,0.1,0.02,0.09,0.0,0.03,0.02,0.1,0.02,0.09,0.0,0.03,0.02,0.1,0.02,0.09,0.0,0.03,0.02,0.1,0.02,0.09,0.0,0.0,29,83
276,-27.5,162.5,7480.5740805235255,0.9700665381578792,1.0,0.9700665381578792,False,0,,,,,,0.0,0.0,0.5,1.0,0.9700665381578792,0.0,0.01,0.0,0.06,0.0,0.05,0.0,0.03,0.0,0.08,0.0,0.07,0.0,0.03,0.0,0.08,0.0,0.07,0.0,0.03,0.0,0.08,0.0,0.07,0.0,0.03,0.0,0.08,0.0,0.07,0.0,0.0,135,221
277,-27.5,167.5,7732.304721968667,0.9999963352813322,1.0,0.9999963352813322,False,0,,,,,,0.0,0.0,0.5,1.0,0.9999963352813322,0.0,0.05,0.01,0.07,0.01,0.04,0.0,0.05,0.01,0.07,0.01,0.04,0.0,0.05,0.01,0.07,0.01,0.04,0.0,0.05,0.01,0.07,0.01,0.04,0.0,0.05,0.01,0.07,0.01,0.04,0.0,0.0,526,339
278,-27.5,172.5,8010.89735627353,1.0155580809747857,1.0635331575735067,1.0800796925584049,False,0,,,,,,0.0,0.0,0.5,1.0,1.0800796925584049,0.01,0.02,0.02,0.09,0.02,0.09,0.01,0.03,0.02,0.09,0.02,0.08,0.01,0.03,0.02,0.09,0.02,0.08,0.02,0.03,0.03,0.09,0.03,0.08,0.02,0.03,0.03,0.09,0.03,0.08,0.0,0.0,66,146
279,-27.5,177.5,8313.604926498667,1.098656136792171,1.084977346284597,1.192017019776057,True,4824,ker,548.4640227613779,49.46528004758312,3.3421757437642086,18.122062017136884,0.9841989013074132,0.07711990341495198,0.8888513762017721,1.0299881805754518,1.1316028354126229,0.0,0.03,0.02,0.08,0.02,0.05,0.0,0.03,0.02,0.08,0.02,0.05,0.0,0.04,0.02,0.09,0.02,0.05,0.0,0.04,0.02,0.09,0.02,0.05,0.0,0.04,0.02,0.09,0.02,0.05,0.0,0.0,366,146
280,-22.5,-177.5,8231.695704139947,1.0487124598571662,1.059657620390731,1.1112761496863548,True,9936,ker,131.50414962070136,28.590094324974128,15.547246903625778,20.34275887743412,0.9497389511733573,0.051566809412442315,0.6597431270047619,1.0082374433852022,1.0573511693725957,0.0,0.05,0.0,0.07,0.0,0.05,0.01,0.04,0.01,0.08,0.01,0.06,0.01,0.04,0.01,0.08,0.01,0.06,0.01,0.04,0.01,0.08,0.01,0.06,0.01,0.04,0.01,0.08,0.01,0.06,0.0,0.0,240,221
281,-22.5,-172.5,8594.34228841733,1.037980738494255,1.0199379623095446,1.0586759593363868,True,1541,ker,14.61596752014015,8.537104136561496,21.321844548008446,13.414013838559882,0.9823094581607124,0.14848627187535302,0.2691480483299476,0.9657216543413647,1.0024004759531433,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.0,366,618
282,-22.5,-167.5,8973.331314529838,0.9936519385999457,0.9846882455644708,0.9784373841217158,False,0,,,,,,0.0,0.0,0.5,1.0,0.9784373841217158,0.0,0.03,0.01,0.05,0.01,0.03,0.0,0.03,0.01,0.05,0.01,0.03,0.0,0.03,0.01,0.05,0.01,0.03,0.0,0.03,0.01,0.05,0.01,0.03,0.0,0.03,0.01,0.05,0.01,0.03,0.0,0.0,665,618
283,-22.5,-162.5,9366.584965168871,0.9030279606968747,0.9727408139587849,0.8784121535158195,False,0,,,,,,0.0,0.0,0.5,1.0,0.8784121535158195,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.0,526,472
284,-22.5,-157.5,9772.277234480787,0.9959868486901978,1.0,0.9959868486901978,False,0,,,,,,0.0,0.0,0.5,1.0,0.9959868486901978,0.0,0.04,0.01,0.08,0.01,0.06,0.0,0.04,0.01,0.08,0.01,0.06,0.0,0.04,0.01,0.08,0.01,0.06,0.0,0.04,0.01,0.08,0.01,0.06,0.0,0.04,0.01,0.08,0.01,0.06,0.0,0.0,240,221
285,-22.5,-152.5,10188.80732279593,0.9791353358919647,1.0,0.9791353358919647,False,0,,,,,,0.0,0.0,0.5,1.0,0.9791353358919647,0.01,0.01,0.01,0.06,0.01,0.05,0.01,0.02,0.01,0.07,0.01,0.06,0.01,0.02,0.01,0.07,0.01,0.06,0.01,0.02,0.01,0.07,0.01,0.06,0.01,0.02,0.01,0.07,0.01,0.06,0.0,0.0,240,339
286,-22.5,-147.5,10614.771662116138,0.9887388199202063,1.0,0.9887388199202063,False,0,,,,,,0.0,0.0,0.5,1.0,0.9887388199202063,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.05,0.0,0.02,0.0,0.0,818,618
287,-22.5,-142.5,11048.936431331524,1.0493131851748305,1.0,1.0493131851748305,False,0,,,,,,0.0,0.0,0.5,1.0,1.0493131851748305,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.06,0.0,0.05,0.0,0.04,0.0,0.06,0.0,0.05,0.0,0.04,0.0,0.06,0.0,0.05,0.0,0.04,0.0,0.06,0.0,0.05,0.0,0.0,366,472
288,-22.5,-137.5,11490.211474521215,1.0360466612503334,1.0,1.0360466612503334,False,0,,,,,,0.0,0.0,0.5,1.0,1.0360466612503334,0.0,0.01,0.0,0.08,0.0,0.07,0.0,0.01,0.0,0.08,0.0,0.07,0.0,0.01,0.0,0.08,0.0,0.07,0.0,0.01,0.0,0.08,0.0,0.07,0.0,0.01,0.0,0.08,0.0,0.07,0.0,0.0,135,221
289,-22.5,-132.5,11937.625876593102,0.8969279333020433,1.0,0.8969279333020433,False,0,,,,,,0.0,0.0,0.5,1.0,0.8969279333020433,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.0,818,868
290,-22.5,-127.5,12390.304978173815,0.9085778862453795,1.0,0.9085778862453795,False,0,,,,,,0.0,0.0,0.5,1.0,0.9085778862453795,0.01,0.01,0.01,0.05,0.01,0.04,0.01,0.02,0.01,0.06,0.01,0.05,0.01,0.02,0.01,0.06,0.01,0.05,0.01,0.02,0.01,0.06,0.01,0.05,0.01,0.02,0.01,0.06,0.01,0.05,0.0,0.0,366,472
291,-22.5,-122.5,12847.448229205595,1.2143274260994907,1.0,1.2143274260994907,False,0,,,,,,0.0,0.0,0.5,1.0,1.2143274260994907,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.0,240,472
292,-22.5,-117.5,13308.306889714888,1.2887072187839328,1.0,1.2887072187839328,False,0,,,,,,0.0,0.0,0.5,1.0,1.2887072187839328,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.0,366,618
293,-22.5,-112.5,13772.160068292631,1.1988196539823261,1.0,1.1988196539823261,False,0,,,,,,0.0,0.0,0.5,1.0,1.1988196539823261,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.0,818,868
294,-22.5,-107.5,14238.286768379607,1.0863094131849178,1.0,1.0863094131849178,False,0,,,,,,0.0,0.0,0.5,1.0,1.0863094131849178,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.0,526,472
295,-22.5,-102.5,14705.930182670689,1.042837578015782,1.0,1.042837578015782,False,0,,,,,,0.0,0.0,0.5,1.0,1.042837578015782,0.0,0.02,0.01,0.06,0.01,0.06,0.0,0.02,0.01,0.06,0.01,0.06,0.0,0.02,0.01,0.06,0.01,0.06,0.0,0.02,0.01,0.06,0.01,0.06,0.0,0.02,0.01,0.06,0.01,0.06,0.0,0.0,240,472
296,-22.5,-97.5,15174.247842467528,1.0138006029825322,1.0,1.0138006029825322,False,0,,,,,,0.0,0.0,0.5,1.0,1.0138006029825322,0.0,0.03,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.04,0.0,0.0,526,472
297,-22.5,-92.5,15642.236158839338,0.9601479448208966,1.0,0.9601479448208966,False,0,,,,,,0.0,0.0,0.5,1.0,0.9601479448208966,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.01,0.02,0.05,0.02,0.05,0.0,0.0,366,618
298,-22.5,-87.5,16108.607683598742,0.9693364474659791,1.0,0.9693364474659791,False,0,,,,,,0.0,0.0,0.5,1.0,0.9693364474659791,0.0,0.02,0.01,0.04,0.01,0.03,0.0,0.02,0.01,0.04,0.01,0.03,0.0,0.02,0.01,0.04,0.01,0.03,0.0,0.02,0.01,0.04,0.01,0.03,0.0,0.02,0.01,0.04,0.01,0.03,0.0,0.0,665,762
299,-22.5,-82.5,16571.577829351925,0.8686473258460213,1.0,0.8686473258460213,False,0,,,,,,0.0,0.0,0.5,1.0,0.8686473258460213,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.0,526,762
300,-22.5,-77.5,17028.469669280057,0.773156035629785,1.0,0.773156035629785,False,0,,,,,,0.0,0.0,0.5,1.0,0.773156035629785,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.02,0.01,0.1,0.01,0.08,0.0,0.0,66,83
301,-22.5,-72.5,17474.93252919591,0.9163389254100167,1.0,0.9163389254100167,True,2689,sam,20.53276982620058,12.795916098606844,1.2849316644983944,8.804422333124993,0.974734250846758,0.33795065630375876,0.397127319303006,0.9652341100427239,0.8844815871656434,0.01,0.01,0.01,0.08,0.01,0.07,0.01,0.02,0.01,0.08,0.01,0.06,0.01,0.02,0.01,0.08,0.01,0.06,0.01,0.02,0.01,0.08,0.01,0.06,0.01,0.02,0.01,0.08,0.01,0.06,0.0,0.0,240,221
302,-22.5,-67.5,17903.29577912442,1.06545351645542,1.0,1.06545351645542,True,10000,sam,140.2384263308632,26.512837697328237,175.20771740555344,24.72202928059798,0.9638128798906861,0.04433607328381865,0.7021808850556887,1.0089639065364164,1.0750041421958225,0.01,0.04,0.02,0.08,0.02,0.06,0.01,0.04,0.02,0.08,0.02,0.06,0.01,0.04,0.02,0.08,0.02,0.06,0.01,0.04,0.02,0.08,0.02,0.06,0.01,0.04,0.02,0.08,0.02,0.06,0.0,0.0,240,221
303,-22.5,97.5,7068.722507534755,0.9043001530021001,1.0,0.9043001530021001,False,0,,,,,,0.0,0.0,0.5,1.0,0.9043001530021001,0.0,0.02,0.01,0.08,0.01,0.08,0.0,0.01,0.01,0.08,0.01,0.08,0.0,0.01,0.01,0.08,0.01,0.08,0.0,0.01,0.01,0.08,0.01,0.08,0.0,0.01,0.01,0.08,0.01,0.08,0.0,0.0,66,221
304,-22.5,102.5,6819.6046018819325,0.9030434139759081,1.0,0.9030434139759081,False,0,,,,,,0.0,0.0,0.5,1.0,0.9030434139759081,0.0,0.03,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.05,0.0,0.03,0.0,0.0,665,618
305,-22.5,107.5,6603.753517044681,0.8883388761984216,1.0472688695189638,0.9303296506260677,False,0,,,,,,0.0,0.0,0.5,1.0,0.9303296506260677,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.0,665,618
306,-22.5,112.5,6424.56969492377,0.811161511805696,1.0636506850468772,0.862792497715789,False,0,,,,,,0.0,0.0,0.5,1.0,0.862792497715789,0.0,0.02,0.02,0.08,0.02,0.07,0.01,0.02,0.03,0.09,0.03,0.08,0.01,0.03,0.03,0.09,0.03,0.08,0.01,0.03,0.03,0.09,0.03,0.08,0.01,0.03,0.03,0.09,0.03,0.08,0.0,0.0,66,146
307,-22.5,117.5,6285.227511036615,0.7766618857020643,1.0623354785272427,0.8250754760011731,False,0,,,,,,0.0,0.0,0.5,1.0,0.8250754760011731,0.0,0.03,0.0,0.05,0.0,0.04,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.04,0.0,0.06,0.0,0.04,0.0,0.04,0.0,0.06,0.0,0.04,0.0,0.04,0.0,0.06,0.0,0.04,0.0,0.0,526,472
308,-22.5,122.5,6188.447372558888,0.9067336403494926,1.0447421561779855,0.9473028584978429,False,0,,,,,,0.0,0.0,0.5,1.0,0.9473028584978429,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.02,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.03,0.0,0.07,0.0,0.04,0.0,0.0,526,339
309,-22.5,127.5,6136.2628685877535,1.176488000113881,1.0,1.176488000113881,False,0,,,,,,0.0,0.0,0.5,1.0,1.176488000113881,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.04,0.0,0.07,0.0,0.03,0.0,0.0,665,339
310,-22.5,132.5,6129.823347619658,0.970551065255343,1.0,0.970551065255343,False,0,,,,,,0.0,0.0,0.5,1.0,0.970551065255343,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.0,818,918
311,-22.5,137.5,6169.273309731088,0.8890445440161259,1.0,0.8890445440161259,False,0,,,,,,0.0,0.0,0.5,1.0,0.8890445440161259,0.0,0.03,0.0,0.06,0.0,0.05,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.0,526,472
312,-22.5,142.5,6253.736776823749,1.1562580508522442,1.0,1.1562580508522442,False,0,,,,,,0.0,0.0,0.5,1.0,1.1562580508522442,0.0,0.04,0.0,0.07,0.0,0.05,0.01,0.04,0.01,0.08,0.0,0.05,0.01,0.04,0.01,0.08,0.0,0.05,0.01,0.04,0.01,0.08,0.0,0.05,0.01,0.04,0.01,0.08,0.0,0.05,0.0,0.0,366,221
313,-22.5,147.5,6381.410441179002,1.2317382376709856,1.0,1.2317382376709856,False,0,,,,,,0.0,0.0,0.5,1.0,1.2317382376709856,0.0,0.04,0.03,0.09,0.03,0.07,0.0,0.04,0.03,0.1,0.03,0.08,0.0,0.03,0.03,0.1,0.03,0.09,0.0,0.03,0.03,0.1,0.03,0.09,0.0,0.03,0.03,0.1,0.03,0.09,0.0,0.0,29,83
314,-22.5,152.5,6549.743450686499,1.2105405820984891,0.9116341323880874,1.1035701132819264,False,0,,,,,,0.0,0.0,0.5,1.0,1.1035701132819264,0.0,0.03,0.02,0.1,0.02,0.08,0.0,0.03,0.02,0.1,0.02,0.08,0.0,0.04,0.02,0.11,0.02,0.09,0.0,0.04,0.02,0.11,0.02,0.09,0.0,0.04,0.02,0.11,0.02,0.09,0.0,0.0,29,40
315,-22.5,157.5,6755.664697710134,1.1176963774509794,0.8928624370770001,0.997949111483016,False,0,,,,,,0.0,0.0,0.5,1.0,0.997949111483016,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.0,665,472
316,-22.5,162.5,6995.815641086872,1.0465205089091063,0.9112856185429526,0.9536790892791205,False,0,,,,,,0.0,0.0,0.5,1.0,0.9536790892791205,0.0,0.02,0.0,0.1,0.0,0.08,0.0,0.04,0.0,0.11,0.0,0.07,0.0,0.04,0.0,0.11,0.0,0.08,0.0,0.04,0.0,0.11,0.0,0.07,0.0,0.04,0.0,0.11,0.0,0.07,0.0,0.0,135,40
317,-22.5,167.5,7266.755847385146,1.0107408680678056,0.9831833105455667,0.993743552770605,True,1003,van,17.76053861432839,18.338913695633345,147.62372844873028,13.925405462570362,0.9820104265424988,0.13792200717247205,0.07668907934618449,0.9416161081653988,0.9517298825537239,0.0,0.03,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.05,0.0,0.0,366,618
318,-22.5,172.5,7565.1230502033595,1.0413807622712763,1.046557607749804,1.0898649593192942,True,3039,van,37.180374938080874,24.118993697602225,98.71730387173936,14.258814667369762,0.7589138687791486,0.08837748898099494,0.3856671350714294,0.9898955484896097,1.030858180855053,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.0,526,762
319,-22.5,177.5,7887.743245643186,1.0037316046291576,1.0804171732268844,1.0844488629519191,True,2926,ker,596.7479260530047,28.533459776346,19.66718545936092,26.613881990148986,0.9382481376711627,0.03595769160631076,0.6884009009407545,1.0067744614943788,1.0105313457354088,0.0,0.04,0.01,0.07,0.01,0.06,0.0,0.03,0.01,0.07,0.01,0.06,0.0,0.03,0.01,0.07,0.01,0.06,0.0,0.03,0.01,0.07,0.01,0.06,0.0,0.03,0.01,0.07,0.01,0.06,0.0,0.0,240,339
