cell_id,lat,lon,slab2_covered,slab2_node_count,slab2_regions,slab2_depth_km,slab2_dip_deg,slab2_strike_deg,slab2_uncertainty_km,slab2_strike_coherence,Q_slab,A_slab,G_slab
245,-27.5,-152.5,False,0,,,,,,0.0,0.0,0.5,1.0
246,-27.5,-147.5,False,0,,,,,,0.0,0.0,0.5,1.0
247,-27.5,-142.5,False,0,,,,,,0.0,0.0,0.5,1.0
248,-27.5,-137.5,False,0,,,,,,0.0,0.0,0.5,1.0
249,-27.5,-132.5,False,0,,,,,,0.0,0.0,0.5,1.0
250,-27.5,-127.5,False,0,,,,,,0.0,0.0,0.5,1.0
251,-27.5,-122.5,False,0,,,,,,0.0,0.0,0.5,1.0
252,-27.5,-117.5,False,0,,,,,,0.0,0.0,0.5,1.0
253,-27.5,-112.5,False,0,,,,,,0.0,0.0,0.5,1.0
254,-27.5,-107.5,False,0,,,,,,0.0,0.0,0.5,1.0
255,-27.5,-102.5,False,0,,,,,,0.0,0.0,0.5,1.0
256,-27.5,-97.5,False,0,,,,,,0.0,0.0,0.5,1.0
257,-27.5,-92.5,False,0,,,,,,0.0,0.0,0.5,1.0
258,-27.5,-87.5,False,0,,,,,,0.0,0.0,0.5,1.0
259,-27.5,-82.5,False,0,,,,,,0.0,0.0,0.5,1.0
260,-27.5,-77.5,False,0,,,,,,0.0,0.0,0.5,1.0
261,-27.5,-72.5,True,3975,sam,22.054991606225137,13.621821685449989,8.157292084984496,10.234193159223482,0.9816786280483016,0.23384044475923058,0.42750867765001827,0.9830485969404955
262,-27.5,-67.5,True,10000,sam,123.2813030462061,18.85538790654897,175.14439903325155,23.860249955926363,0.8146846770984685,0.04196233830398364,0.5238659764138881,1.0010014721762344
263,-27.5,97.5,False,0,,,,,,0.0,0.0,0.5,1.0
264,-27.5,102.5,False,0,,,,,,0.0,0.0,0.5,1.0
265,-27.5,107.5,False,0,,,,,,0.0,0.0,0.5,1.0
266,-27.5,112.5,False,0,,,,,,0.0,0.0,0.5,1.0
267,-27.5,117.5,False,0,,,,,,0.0,0.0,0.5,1.0
268,-27.5,122.5,False,0,,,,,,0.0,0.0,0.5,1.0
269,-27.5,127.5,False,0,,,,,,0.0,0.0,0.5,1.0
270,-27.5,132.5,False,0,,,,,,0.0,0.0,0.5,1.0
271,-27.5,137.5,False,0,,,,,,0.0,0.0,0.5,1.0
272,-27.5,142.5,False,0,,,,,,0.0,0.0,0.5,1.0
273,-27.5,147.5,False,0,,,,,,0.0,0.0,0.5,1.0
274,-27.5,152.5,False,0,,,,,,0.0,0.0,0.5,1.0
275,-27.5,157.5,False,0,,,,,,0.0,0.0,0.5,1.0
276,-27.5,162.5,False,0,,,,,,0.0,0.0,0.5,1.0
277,-27.5,167.5,False,0,,,,,,0.0,0.0,0.5,1.0
278,-27.5,172.5,False,0,,,,,,0.0,0.0,0.5,1.0
279,-27.5,177.5,True,4824,ker,548.4640227613779,49.46528004758312,3.3421757437642086,18.122062017136884,0.9841989013074132,0.07711990341495198,0.8888513762017721,1.0299881805754518
280,-22.5,-177.5,True,9936,ker,131.50414962070136,28.590094324974128,15.547246903625778,20.34275887743412,0.9497389511733573,0.051566809412442315,0.6597431270047619,1.0082374433852022
281,-22.5,-172.5,True,1541,ker,14.61596752014015,8.537104136561496,21.321844548008446,13.414013838559882,0.9823094581607124,0.14848627187535302,0.2691480483299476,0.9657216543413647
282,-22.5,-167.5,False,0,,,,,,0.0,0.0,0.5,1.0
283,-22.5,-162.5,False,0,,,,,,0.0,0.0,0.5,1.0
